REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Florida,2013,16,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,16,X,1.47142,X,X,X,X,X,X,183,183,12437
States,Texas,2013,16,X,2.28962,X,X,X,X,X,X,847,56,36993
States,New York City,2013,16,X,1.72304,X,X,X,X,X,X,1685,66,97792
States,California,2013,17,X,1.7337,X,X,X,X,X,X,600,111,34608
States,District of Columbia,2013,17,X,5.45455,X,X,X,X,X,X,87,1,1595
States,Florida,2013,17,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,17,X,1.19106,X,X,X,X,X,X,146,183,12258
States,Texas,2013,17,X,2.10066,X,X,X,X,X,X,745,54,35465
States,New York City,2013,17,X,1.64981,X,X,X,X,X,X,1551,59,94011
States,California,2013,18,X,1.6856,X,X,X,X,X,X,561,106,33282
States,District of Columbia,2013,18,X,5.7732,X,X,X,X,X,X,84,1,1455
States,Florida,2013,18,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,18,X,0.979474,X,X,X,X,X,X,115,181,11741
States,Texas,2013,18,X,1.91757,X,X,X,X,X,X,670,53,34940
States,New York City,2013,18,X,1.64971,X,X,X,X,X,X,1597,60,96805
States,California,2013,19,X,1.62542,X,X,X,X,X,X,528,107,32484
States,District of Columbia,2013,19,X,4.74198,X,X,X,X,X,X,68,1,1434
States,Florida,2013,19,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,19,X,0.859476,X,X,X,X,X,X,100,177,11635
States,Texas,2013,19,X,2.04946,X,X,X,X,X,X,702,51,34253
States,New York City,2013,19,X,1.61222,X,X,X,X,X,X,1560,59,96761
States,California,2013,20,X,1.69397,X,X,X,X,X,X,545,100,32173
States,District of Columbia,2013,20,X,4.96503,X,X,X,X,X,X,71,1,1430
States,Florida,2013,20,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,20,X,0.830614,X,X,X,X,X,X,84,175,10113
States,Texas,2013,20,X,1.9264,X,X,X,X,X,X,680,50,35299
States,New York City,2013,20,X,1.53328,X,X,X,X,X,X,1522,66,99264
States,California,2013,21,X,1.59179,X,X,X,X,X,X,495,96,31097
States,District of Columbia,2013,21,X,5.93645,X,X,X,X,X,X,71,1,1196
States,Florida,2013,21,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,21,X,0.678931,X,X,X,X,X,X,62,179,9132
States,Texas,2013,21,X,1.72047,X,X,X,X,X,X,598,51,34758
States,New York City,2013,21,X,1.47278,X,X,X,X,X,X,1392,55,94515
States,California,2013,22,X,1.52385,X,X,X,X,X,X,390,98,25593
States,District of Columbia,2013,22,X,3.99628,X,X,X,X,X,X,43,1,1076
States,Florida,2013,22,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,22,X,1.19891,X,X,X,X,X,X,88,178,7340
States,Texas,2013,22,X,1.9246,X,X,X,X,X,X,585,51,30396
States,New York City,2013,22,X,1.47378,X,X,X,X,X,X,1343,62,91126
States,California,2013,23,X,1.54648,X,X,X,X,X,X,454,98,29357
States,District of Columbia,2013,23,X,5.26742,X,X,X,X,X,X,65,1,1234
States,Florida,2013,23,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,23,X,0.893277,X,X,X,X,X,X,76,178,8508
States,Texas,2013,23,X,1.66351,X,X,X,X,X,X,545,49,32762
States,New York City,2013,23,X,1.30581,X,X,X,X,X,X,1228,61,94041
States,California,2013,24,X,1.58567,X,X,X,X,X,X,433,92,27307
States,District of Columbia,2013,24,X,3.99079,X,X,X,X,X,X,52,1,1303
States,Florida,2013,24,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,24,X,0.881857,X,X,X,X,X,X,68,177,7711
States,Texas,2013,24,X,1.57641,X,X,X,X,X,X,510,47,32352
States,New York City,2013,24,X,1.37941,X,X,X,X,X,X,1282,62,92938
States,California,2013,25,X,1.59109,X,X,X,X,X,X,407,90,25580
States,District of Columbia,2013,25,X,5.07084,X,X,X,X,X,X,68,1,1341
States,Florida,2013,25,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,25,X,0.564902,X,X,X,X,X,X,46,176,8143
States,Texas,2013,25,X,2.07494,X,X,X,X,X,X,644,47,31037
States,New York City,2013,25,X,1.31122,X,X,X,X,X,X,1243,62,94797
States,California,2013,26,X,1.41541,X,X,X,X,X,X,355,89,25081
States,District of Columbia,2013,26,X,3.9968,X,X,X,X,X,X,50,1,1251
States,Florida,2013,26,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,26,X,0.606616,X,X,X,X,X,X,53,176,8737
States,Texas,2013,26,X,1.84375,X,X,X,X,X,X,569,46,30861
States,New York City,2013,26,X,1.17955,X,X,X,X,X,X,1092,52,92578
States,California,2013,27,X,1.43255,X,X,X,X,X,X,288,91,20104
States,District of Columbia,2013,27,X,4.26885,X,X,X,X,X,X,47,1,1101
States,Florida,2013,27,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,27,X,0.826295,X,X,X,X,X,X,45,176,5446
States,Texas,2013,27,X,1.99341,X,X,X,X,X,X,508,46,25484
States,New York City,2013,27,X,1.23853,X,X,X,X,X,X,1108,49,89461
States,California,2013,28,X,1.25056,X,X,X,X,X,X,334,92,26708
States,District of Columbia,2013,28,X,4.6396,X,X,X,X,X,X,56,1,1207
States,Florida,2013,28,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,28,X,0.635846,X,X,X,X,X,X,48,174,7549
States,Texas,2013,28,X,1.87277,X,X,X,X,X,X,547,45,29208
States,New York City,2013,28,X,1.14439,X,X,X,X,X,X,1090,58,95247
States,California,2013,29,X,1.30391,X,X,X,X,X,X,325,88,24925
States,District of Columbia,2013,29,X,3.4846,X,X,X,X,X,X,43,1,1234
States,Florida,2013,29,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,29,X,0.449186,X,X,X,X,X,X,40,174,8905
States,Texas,2013,29,X,1.75622,X,X,X,X,X,X,522,45,29723
States,New York City,2013,29,X,1.06048,X,X,X,X,X,X,991,62,93448
States,California,2013,30,X,1.3224,X,X,X,X,X,X,324,85,24501
States,District of Columbia,2013,30,X,4.42073,X,X,X,X,X,X,58,1,1312
States,Florida,2013,30,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,30,X,0.784753,X,X,X,X,X,X,56,173,7136
States,Texas,2013,30,X,1.55077,X,X,X,X,X,X,469,45,30243
States,New York City,2013,30,X,0.98942,X,X,X,X,X,X,894,51,90356
States,California,2013,31,X,1.22818,X,X,X,X,X,X,299,82,24345
States,District of Columbia,2013,31,X,6.70978,X,X,X,X,X,X,83,1,1237
States,Florida,2013,31,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,31,X,0.43209,X,X,X,X,X,X,30,175,6943
States,Texas,2013,31,X,1.71643,X,X,X,X,X,X,518,56,30179
States,New York City,2013,31,X,0.995388,X,X,X,X,X,X,872,50,87604
States,California,2013,32,X,1.32131,X,X,X,X,X,X,299,78,22629
States,District of Columbia,2013,32,X,5.18653,X,X,X,X,X,X,57,1,1099
States,Florida,2013,32,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,32,X,0.561798,X,X,X,X,X,X,40,173,7120
States,Texas,2013,32,X,1.42036,X,X,X,X,X,X,425,54,29922
States,New York City,2013,32,X,0.902398,X,X,X,X,X,X,782,41,86658
States,California,2013,33,X,1.21946,X,X,X,X,X,X,285,75,23371
States,District of Columbia,2013,33,X,5.05576,X,X,X,X,X,X,68,1,1345
States,Florida,2013,33,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,33,X,0.367747,X,X,X,X,X,X,27,173,7342
States,Texas,2013,33,X,1.64627,X,X,X,X,X,X,491,50,29825
States,New York City,2013,33,X,0.801465,X,X,X,X,X,X,687,40,85718
States,California,2013,34,X,1.19376,X,X,X,X,X,X,294,73,24628
States,District of Columbia,2013,34,X,5.8296,X,X,X,X,X,X,65,1,1115
States,Florida,2013,34,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,34,X,0.455093,X,X,X,X,X,X,34,173,7471
States,Texas,2013,34,X,1.65108,X,X,X,X,X,X,542,53,32827
States,New York City,2013,34,X,0.875043,X,X,X,X,X,X,732,37,83653
States,California,2013,35,X,1.53035,X,X,X,X,X,X,389,75,25419
States,District of Columbia,2013,35,X,5.1149,X,X,X,X,X,X,69,1,1349
States,Florida,2013,35,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,35,X,0.396396,X,X,X,X,X,X,33,170,8325
States,Texas,2013,35,X,2.14174,X,X,X,X,X,X,741,57,34598
States,New York City,2013,35,X,0.846482,X,X,X,X,X,X,728,48,86003
States,California,2013,36,X,1.63164,X,X,X,X,X,X,354,76,21696
States,District of Columbia,2013,36,X,4.07659,X,X,X,X,X,X,66,1,1619
States,Florida,2013,36,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,36,X,0.347315,X,X,X,X,X,X,26,163,7486
States,Texas,2013,36,X,2.89449,X,X,X,X,X,X,908,55,31370
States,New York City,2013,36,X,0.843707,X,X,X,X,X,X,734,46,86997
States,California,2013,37,X,1.70543,X,X,X,X,X,X,440,75,25800
States,District of Columbia,2013,37,X,5.61511,X,X,X,X,X,X,110,1,1959
States,Florida,2013,37,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,37,X,0.32359,X,X,X,X,X,X,30,163,9271
States,Texas,2013,37,X,2.86301,X,X,X,X,X,X,1129,73,39434
States,New York City,2013,37,X,0.919671,X,X,X,X,X,X,806,47,87640
States,California,2013,38,X,1.67839,X,X,X,X,X,X,451,77,26871
States,District of Columbia,2013,38,X,5.92142,X,X,X,X,X,X,107,1,1807
States,Florida,2013,38,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,38,X,0.38431,X,X,X,X,X,X,29,133,7546
States,Texas,2013,38,X,3.05223,X,X,X,X,X,X,1181,74,38693
States,New York City,2013,38,X,1.30989,X,X,X,X,X,X,1209,58,92298
States,California,2013,39,X,1.94581,X,X,X,X,X,X,530,80,27238
States,District of Columbia,2013,39,X,5.34351,X,X,X,X,X,X,112,1,2096
States,Florida,2013,39,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,39,X,0.266016,X,X,X,X,X,X,24,137,9022
States,Texas,2013,39,X,3.29382,X,X,X,X,X,X,1256,100,38132
States,New York City,2013,39,X,1.55648,X,X,X,X,X,X,1483,59,95279
States,California,2013,40,X,1.52479,X,X,X,X,X,X,633,137,41514
States,District of Columbia,2013,40,X,5.41463,X,X,X,X,X,X,111,3,2050
States,Florida,2013,40,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,40,X,0.582589,X,X,X,X,X,X,88,137,15105
States,Texas,2013,40,X,2.2366,X,X,X,X,X,X,954,120,42654
States,New York City,2013,40,X,1.52274,X,X,X,X,X,X,1496,61,98244
States,California,2013,41,X,1.75269,X,X,X,X,X,X,744,137,42449
States,District of Columbia,2013,41,X,6.02353,X,X,X,X,X,X,128,3,2125
States,Florida,2013,41,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,41,X,0.552562,X,X,X,X,X,X,81,139,14659
States,Texas,2013,41,X,2.39646,X,X,X,X,X,X,1078,125,44983
States,New York City,2013,41,X,1.42045,X,X,X,X,X,X,1354,62,95322
States,California,2013,42,X,1.74662,X,X,X,X,X,X,687,133,39333
States,District of Columbia,2013,42,X,5.67605,X,X,X,X,X,X,123,3,2167
States,Florida,2013,42,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,42,X,0.573782,X,X,X,X,X,X,85,141,14814
States,Texas,2013,42,X,2.65115,X,X,X,X,X,X,1087,122,41001
States,New York City,2013,42,X,1.50881,X,X,X,X,X,X,1453,71,96301
States,California,2013,43,X,1.77965,X,X,X,X,X,X,744,133,41806
States,District of Columbia,2013,43,X,6.50195,X,X,X,X,X,X,150,3,2307
States,Florida,2013,43,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,43,X,0.753849,X,X,X,X,X,X,118,140,15653
States,Texas,2013,43,X,2.45818,X,X,X,X,X,X,1102,123,44830
States,New York City,2013,43,X,1.69964,X,X,X,X,X,X,1646,71,96844
States,California,2013,44,X,1.99307,X,X,X,X,X,X,828,139,41544
States,District of Columbia,2013,44,X,5.20038,X,X,X,X,X,X,109,3,2096
States,Florida,2013,44,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,44,X,0.719563,X,X,X,X,X,X,112,145,15565
States,Texas,2013,44,X,2.54797,X,X,X,X,X,X,1118,123,43878
States,New York City,2013,44,X,1.81474,X,X,X,X,X,X,1717,70,94614
States,California,2013,45,X,2.29774,X,X,X,X,X,X,977,147,42520
States,District of Columbia,2013,45,X,7.20887,X,X,X,X,X,X,156,3,2164
States,Florida,2013,45,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,45,X,0.850487,X,X,X,X,X,X,138,144,16226
States,Texas,2013,45,X,2.98433,X,X,X,X,X,X,1202,110,40277
States,New York City,2013,45,X,1.90385,X,X,X,X,X,X,1744,73,91604
States,California,2013,46,X,2.29161,X,X,X,X,X,X,888,146,38750
States,District of Columbia,2013,46,X,7.79841,X,X,X,X,X,X,147,3,1885
States,Florida,2013,46,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,46,X,0.809817,X,X,X,X,X,X,130,143,16053
States,Texas,2013,46,X,3.57321,X,X,X,X,X,X,1649,124,46149
States,New York City,2013,46,X,1.95433,X,X,X,X,X,X,1787,71,91438
States,California,2013,47,X,2.13404,X,X,X,X,X,X,868,138,40674
States,District of Columbia,2013,47,X,8.19936,X,X,X,X,X,X,153,3,1866
States,Florida,2013,47,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,47,X,0.915243,X,X,X,X,X,X,142,143,15515
States,Texas,2013,47,X,4.24138,X,X,X,X,X,X,1975,120,46565
States,New York City,2013,47,X,2.06103,X,X,X,X,X,X,1927,71,93497
States,California,2013,48,X,2.59558,X,X,X,X,X,X,702,138,27046
States,District of Columbia,2013,48,X,9.6956,X,X,X,X,X,X,86,3,887
States,Florida,2013,48,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,48,X,0.990182,X,X,X,X,X,X,118,157,11917
States,Texas,2013,48,X,5.07503,X,X,X,X,X,X,1576,121,31054
States,New York City,2013,48,X,2.41456,X,X,X,X,X,X,1976,73,81837
States,California,2013,49,X,2.32553,X,X,X,X,X,X,970,139,41711
States,District of Columbia,2013,49,X,11.0972,X,X,X,X,X,X,177,3,1595
States,Florida,2013,49,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,49,X,0.958767,X,X,X,X,X,X,173,158,18044
States,Texas,2013,49,X,5.62401,X,X,X,X,X,X,2492,122,44310
States,New York City,2013,49,X,2.56005,X,X,X,X,X,X,2541,76,99256
States,California,2013,50,X,2.77058,X,X,X,X,X,X,1080,141,38981
States,District of Columbia,2013,50,X,9.10415,X,X,X,X,X,X,125,3,1373
States,Florida,2013,50,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,50,X,1.03744,X,X,X,X,X,X,174,159,16772
States,Texas,2013,50,X,6.56142,X,X,X,X,X,X,2797,121,42628
States,New York City,2013,50,X,2.6628,X,X,X,X,X,X,2377,71,89267
States,California,2013,51,X,3.1557,X,X,X,X,X,X,1137,137,36030
States,District of Columbia,2013,51,X,10.6426,X,X,X,X,X,X,159,3,1494
States,Florida,2013,51,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,51,X,1.35515,X,X,X,X,X,X,193,145,14242
States,Texas,2013,51,X,10.0139,X,X,X,X,X,X,4616,118,46096
States,New York City,2013,51,X,2.87206,X,X,X,X,X,X,2679,73,93278
States,California,2013,52,X,5.10491,X,X,X,X,X,X,1107,130,21685
States,District of Columbia,2013,52,X,13.7076,X,X,X,X,X,X,105,3,766
States,Florida,2013,52,X,X,X,X,X,X,X,X,X,X,X
States,New York,2013,52,X,2.99457,X,X,X,X,X,X,259,152,8649
States,Texas,2013,52,X,11.0449,X,X,X,X,X,X,3594,119,32540
States,New York City,2013,52,X,3.51214,X,X,X,X,X,X,2979,68,84820
States,California,2014,1,X,5.1101,X,X,X,X,X,X,1397,137,27338
States,District of Columbia,2014,1,X,16.3476,X,X,X,X,X,X,111,3,679
States,Florida,2014,1,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,1,X,2.97304,X,X,X,X,X,X,258,152,8678
States,Texas,2014,1,X,9.17567,X,X,X,X,X,X,3415,121,37218
States,New York City,2014,1,X,3.54888,X,X,X,X,X,X,2850,68,80307
States,California,2014,2,X,4.61744,X,X,X,X,X,X,1866,138,40412
States,District of Columbia,2014,2,X,13.3748,X,X,X,X,X,X,172,3,1286
States,Florida,2014,2,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,2,X,1.99698,X,X,X,X,X,X,278,153,13921
States,Texas,2014,2,X,7.02738,X,X,X,X,X,X,3160,122,44967
States,New York City,2014,2,X,2.93798,X,X,X,X,X,X,2783,70,94725
States,California,2014,3,X,4.57287,X,X,X,X,X,X,1903,140,41615
States,District of Columbia,2014,3,X,8.77411,X,X,X,X,X,X,141,3,1607
States,Florida,2014,3,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,3,X,2.80846,X,X,X,X,X,X,450,153,16023
States,Texas,2014,3,X,5.47173,X,X,X,X,X,X,2495,120,45598
States,New York City,2014,3,X,3.1625,X,X,X,X,X,X,3062,69,96822
States,California,2014,4,X,5.04872,X,X,X,X,X,X,2005,138,39713
States,District of Columbia,2014,4,X,9.20716,X,X,X,X,X,X,108,3,1173
States,Florida,2014,4,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,4,X,2.91725,X,X,X,X,X,X,459,154,15734
States,Texas,2014,4,X,4.97024,X,X,X,X,X,X,2046,117,41165
States,New York City,2014,4,X,3.09483,X,X,X,X,X,X,2651,72,85659
States,California,2014,5,X,4.28707,X,X,X,X,X,X,1813,131,42290
States,District of Columbia,2014,5,X,8.93569,X,X,X,X,X,X,157,3,1757
States,Florida,2014,5,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,5,X,3.13798,X,X,X,X,X,X,574,157,18292
States,Texas,2014,5,X,4.69254,X,X,X,X,X,X,1920,120,40916
States,New York City,2014,5,X,2.66786,X,X,X,X,X,X,2388,71,89510
States,California,2014,6,X,3.83781,X,X,X,X,X,X,1628,137,42420
States,District of Columbia,2014,6,X,9.0053,X,X,X,X,X,X,153,3,1699
States,Florida,2014,6,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,6,X,3.65359,X,X,X,X,X,X,586,162,16039
States,Texas,2014,6,X,4.15233,X,X,X,X,X,X,1774,119,42723
States,New York City,2014,6,X,2.58455,X,X,X,X,X,X,2337,70,90422
States,California,2014,7,X,3.46235,X,X,X,X,X,X,1357,131,39193
States,District of Columbia,2014,7,X,7.20721,X,X,X,X,X,X,112,3,1554
States,Florida,2014,7,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,7,X,2.90014,X,X,X,X,X,X,449,163,15482
States,Texas,2014,7,X,4.02182,X,X,X,X,X,X,1659,117,41250
States,New York City,2014,7,X,2.37673,X,X,X,X,X,X,2011,66,84612
States,California,2014,8,X,3.38719,X,X,X,X,X,X,1176,127,34719
States,District of Columbia,2014,8,X,7.97153,X,X,X,X,X,X,112,3,1405
States,Florida,2014,8,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,8,X,1.88879,X,X,X,X,X,X,304,164,16095
States,Texas,2014,8,X,3.86342,X,X,X,X,X,X,1713,118,44339
States,New York City,2014,8,X,2.28816,X,X,X,X,X,X,2055,68,89810
States,California,2014,9,X,3.03955,X,X,X,X,X,X,1165,125,38328
States,District of Columbia,2014,9,X,8.52626,X,X,X,X,X,X,151,2,1771
States,Florida,2014,9,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,9,X,1.54231,X,X,X,X,X,X,271,163,17571
States,Texas,2014,9,X,3.97478,X,X,X,X,X,X,1677,113,42191
States,New York City,2014,9,X,2.01194,X,X,X,X,X,X,1834,68,91156
States,California,2014,10,X,2.72134,X,X,X,X,X,X,1034,122,37996
States,District of Columbia,2014,10,X,7.78073,X,X,X,X,X,X,88,2,1131
States,Florida,2014,10,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,10,X,1.78227,X,X,X,X,X,X,296,160,16608
States,Texas,2014,10,X,3.78548,X,X,X,X,X,X,1555,114,41078
States,New York City,2014,10,X,2.41774,X,X,X,X,X,X,2191,61,90622
States,California,2014,11,X,2.31375,X,X,X,X,X,X,882,119,38120
States,District of Columbia,2014,11,X,8.17052,X,X,X,X,X,X,92,2,1126
States,Florida,2014,11,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,11,X,1.9047,X,X,X,X,X,X,277,151,14543
States,Texas,2014,11,X,3.66299,X,X,X,X,X,X,1323,112,36118
States,New York City,2014,11,X,2.8097,X,X,X,X,X,X,2748,58,97804
States,California,2014,12,X,2.39688,X,X,X,X,X,X,892,121,37215
States,District of Columbia,2014,12,X,9.03674,X,X,X,X,X,X,91,2,1007
States,Florida,2014,12,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,12,X,2.19795,X,X,X,X,X,X,338,151,15378
States,Texas,2014,12,X,3.39706,X,X,X,X,X,X,1386,112,40800
States,New York City,2014,12,X,3.5795,X,X,X,X,X,X,3627,70,101327
States,California,2014,13,X,1.99261,X,X,X,X,X,X,685,118,34377
States,District of Columbia,2014,13,X,11.3695,X,X,X,X,X,X,132,2,1161
States,Florida,2014,13,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,13,X,2.73789,X,X,X,X,X,X,471,151,17203
States,Texas,2014,13,X,3.34885,X,X,X,X,X,X,1338,111,39954
States,New York City,2014,13,X,3.74441,X,X,X,X,X,X,3962,66,105811
States,California,2014,14,X,2.01378,X,X,X,X,X,X,672,116,33370
States,District of Columbia,2014,14,X,9.7337,X,X,X,X,X,X,106,2,1089
States,Florida,2014,14,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,14,X,3.06605,X,X,X,X,X,X,460,148,15003
States,Texas,2014,14,X,3.21687,X,X,X,X,X,X,1277,108,39697
States,New York City,2014,14,X,3.63529,X,X,X,X,X,X,3812,64,104861
States,California,2014,15,X,1.84637,X,X,X,X,X,X,655,112,35475
States,District of Columbia,2014,15,X,7.63274,X,X,X,X,X,X,69,2,904
States,Florida,2014,15,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,15,X,3.09776,X,X,X,X,X,X,501,143,16173
States,Texas,2014,15,X,3.35918,X,X,X,X,X,X,1343,106,39980
States,New York City,2014,15,X,3.27608,X,X,X,X,X,X,3418,65,104332
States,California,2014,16,X,1.87291,X,X,X,X,X,X,611,106,32623
States,District of Columbia,2014,16,X,6.62162,X,X,X,X,X,X,98,2,1480
States,Florida,2014,16,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,16,X,2.37233,X,X,X,X,X,X,321,148,13531
States,Texas,2014,16,X,3.0909,X,X,X,X,X,X,1204,107,38953
States,New York City,2014,16,X,2.52071,X,X,X,X,X,X,2404,61,95370
States,California,2014,17,X,1.83302,X,X,X,X,X,X,602,98,32842
States,District of Columbia,2014,17,X,6.63073,X,X,X,X,X,X,123,2,1855
States,Florida,2014,17,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,17,X,1.50943,X,X,X,X,X,X,232,149,15370
States,Texas,2014,17,X,2.84024,X,X,X,X,X,X,1128,106,39715
States,New York City,2014,17,X,1.9973,X,X,X,X,X,X,1923,65,96280
States,California,2014,18,X,1.69241,X,X,X,X,X,X,562,95,33207
States,District of Columbia,2014,18,X,4.7014,X,X,X,X,X,X,37,1,787
States,Florida,2014,18,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,18,X,1.59652,X,X,X,X,X,X,253,147,15847
States,Texas,2014,18,X,2.41511,X,X,X,X,X,X,963,104,39874
States,New York City,2014,18,X,1.64839,X,X,X,X,X,X,1550,65,94031
States,California,2014,19,X,1.72803,X,X,X,X,X,X,551,92,31886
States,District of Columbia,2014,19,X,5.53746,X,X,X,X,X,X,68,1,1228
States,Florida,2014,19,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,19,X,1.362,X,X,X,X,X,X,216,147,15859
States,Texas,2014,19,X,2.52891,X,X,X,X,X,X,982,102,38831
States,New York City,2014,19,X,1.66449,X,X,X,X,X,X,1671,66,100391
States,California,2014,20,X,1.80206,X,X,X,X,X,X,569,88,31575
States,District of Columbia,2014,20,X,7.2335,X,X,X,X,X,X,57,1,788
States,Florida,2014,20,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,20,X,1.32629,X,X,X,X,X,X,201,141,15155
States,Texas,2014,20,X,2.6284,X,X,X,X,X,X,978,104,37209
States,New York City,2014,20,X,1.55204,X,X,X,X,X,X,1591,63,102510
States,California,2014,21,X,2.0838,X,X,X,X,X,X,563,88,27018
States,District of Columbia,2014,21,X,9.6064,X,X,X,X,X,X,144,1,1499
States,Florida,2014,21,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,21,X,1.06975,X,X,X,X,X,X,148,140,13835
States,Texas,2014,21,X,2.77493,X,X,X,X,X,X,1028,101,37046
States,New York City,2014,21,X,1.57367,X,X,X,X,X,X,1572,62,99894
States,California,2014,22,X,1.86448,X,X,X,X,X,X,454,86,24350
States,District of Columbia,2014,22,X,9.62464,X,X,X,X,X,X,100,1,1039
States,Florida,2014,22,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,22,X,0.905888,X,X,X,X,X,X,90,138,9935
States,Texas,2014,22,X,2.77039,X,X,X,X,X,X,896,101,32342
States,New York City,2014,22,X,1.54584,X,X,X,X,X,X,1454,57,94059
States,California,2014,23,X,1.88064,X,X,X,X,X,X,531,88,28235
States,District of Columbia,2014,23,X,7.63077,X,X,X,X,X,X,124,1,1625
States,Florida,2014,23,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,23,X,1.02176,X,X,X,X,X,X,116,135,11353
States,Texas,2014,23,X,2.5365,X,X,X,X,X,X,879,98,34654
States,New York City,2014,23,X,1.49711,X,X,X,X,X,X,1417,59,94649
States,California,2014,24,X,1.80584,X,X,X,X,X,X,508,87,28131
States,District of Columbia,2014,24,X,8.20084,X,X,X,X,X,X,98,1,1195
States,Florida,2014,24,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,24,X,1.28228,X,X,X,X,X,X,144,131,11230
States,Texas,2014,24,X,2.22052,X,X,X,X,X,X,784,98,35307
States,New York City,2014,24,X,1.31701,X,X,X,X,X,X,1252,55,95064
States,California,2014,25,X,1.77155,X,X,X,X,X,X,458,84,25853
States,District of Columbia,2014,25,X,8.50291,X,X,X,X,X,X,117,1,1376
States,Florida,2014,25,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,25,X,1.08052,X,X,X,X,X,X,126,129,11661
States,Texas,2014,25,X,2.00295,X,X,X,X,X,X,678,96,33850
States,New York City,2014,25,X,1.60143,X,X,X,X,X,X,1538,60,96039
States,California,2014,26,X,1.76479,X,X,X,X,X,X,473,84,26802
States,District of Columbia,2014,26,X,7.06349,X,X,X,X,X,X,89,1,1260
States,Florida,2014,26,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,26,X,0.863077,X,X,X,X,X,X,96,128,11123
States,Texas,2014,26,X,3.19926,X,X,X,X,X,X,657,92,20536
States,New York City,2014,26,X,1.48212,X,X,X,X,X,X,1425,60,96146
States,California,2014,27,X,1.80666,X,X,X,X,X,X,405,86,22417
States,District of Columbia,2014,27,X,6.23116,X,X,X,X,X,X,62,1,995
States,Florida,2014,27,X,X,X,X,X,X,X,X,X,X,X
